period,cohort,cohort_month,origin,family,model_id,model_name,quantile,representation,n_train_breaches,train_order_id_sha256,fitted_model_sha256,model_hash_type,unconditional_training_quantile,unconditional_reference_loss,baseline_pinball_loss,dq0_reference_loss,skill,skill_vs_dq0,skill_vs_unconditional,nominal_coverage,order_id_sha256,n_orders,pinball_loss,empirical_coverage,coverage_error,median_prediction,mean_prediction,median_actual,mean_actual,mean_exceedance,p90_absolute_error,model_family,specification,n_obs,coverage,comparison,reference_model,reference_specification,later_month_count,primary_evidence_available,median_skill,favourable_month_count,high_support_guard_available,high_support_median_skill,high_support_favourable_month_count,support_ge20_gain_present,high_support_guard,gain_only_low_support,coverage_guard_available,median_absolute_coverage_error_deterioration,coverage_not_materially_worse,coverage_materially_worse,all_guards_available,all_guards_pass,evidence_status,evidence_label,evidence_reason,constituent_fitted_model_count,delta_pinball_loss
aggregate,later_pooled,later_pooled,,lognormal_ridge,DQS,Promise + seller profiles,0.5,full,,multiple_expanding_training_sets,668943387fc8301f0e58723841bddbb7016d2c345ef6c6ee88b5824fd5747850,composite_fitted_models,,3.59792924935,3.58920145457,3.58920145457,-6.14485639741e-05,-6.14485639741e-05,0.00236448326685,0.5,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,3.58942200585,0.40350877193,-0.0964912280702,5.60887991095,5.69324050765,7,10.6450963474,10.1683807578,17.0357774299,lognormal_ridge,DQS,3477,0.40350877193,DQS-DQ0,DQ0,DQ0,6,True,0.00136094074254,3,True,-0.00363194268387,2,False,False,True,True,0.00242248692394,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,6,0.000220551275197
aggregate,later_pooled,later_pooled,,lognormal_ridge,DQS,Promise + seller profiles,0.9,full,,multiple_expanding_training_sets,668943387fc8301f0e58723841bddbb7016d2c345ef6c6ee88b5824fd5747850,composite_fitted_models,,2.76583261432,2.71371702906,2.71371702906,-0.00127942477897,-0.00127942477897,0.017587321878,0.9,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,2.71718902587,0.881219442048,-0.0187805579523,20.9293899321,21.2279264638,7,10.6450963474,13.9661409479,20.5672959907,lognormal_ridge,DQS,3477,0.881219442048,DQS-DQ0,DQ0,DQ0,6,True,-0.00290758792723,2,True,-0.00390278023085,2,False,False,True,True,0.00312589450675,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,6,0.00347199681011
aggregate,later_pooled,later_pooled,,random_forest_leaf_weighted_quantile,DQB,Promise + both profile blocks,0.5,full,,multiple_expanding_training_sets,bc30829adb8806a781912959b8a8a3bac29167ef0af328aba5a4ceb0df10aca9,composite_fitted_models,,3.59792924935,3.60396893874,3.60396893874,0.00458862022185,0.00458862022185,0.00291766586731,0.5,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,3.58743169399,0.455277538108,-0.0447224618924,6,6.07650273224,7,10.6450963474,10.7793030623,17,random_forest_leaf_weighted_quantile,DQB,3477,0.455277538108,DQB-DQ0,DQ0,DQ0,6,True,0.00714874448574,4,True,0.00219154065308,4,True,True,False,True,0.0295212540302,True,False,True,True,Supported,Supported,positive_median_four_months_support_and_coverage_guards_pass,6,-0.0165372447512
aggregate,later_pooled,later_pooled,,random_forest_leaf_weighted_quantile,DQB,Promise + both profile blocks,0.9,full,,multiple_expanding_training_sets,bc30829adb8806a781912959b8a8a3bac29167ef0af328aba5a4ceb0df10aca9,composite_fitted_models,,2.76583261432,2.97172850158,2.97172850158,0.0490481674683,0.0490481674683,-0.021743199401,0.9,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,2.82597066437,0.845556514236,-0.0544434857636,18,18.6775956284,7,10.6450963474,13.0968342644,20,random_forest_leaf_weighted_quantile,DQB,3477,0.845556514236,DQB-DQ0,DQ0,DQ0,6,True,0.0482986236869,5,True,0.025024656592,4,True,True,False,True,0.0172347055609,True,False,True,True,Supported,Supported,positive_median_four_months_support_and_coverage_guards_pass,6,-0.145757837216
aggregate,later_pooled,later_pooled,,random_forest_leaf_weighted_quantile,DQG,Promise + state-OD profiles,0.5,full,,multiple_expanding_training_sets,a61eb8936bd74b7949996c8ea87b49f154117663f388e0cf9750e090a2d3ab60,composite_fitted_models,,3.59792924935,3.60396893874,3.60396893874,-0.0059452557657,-0.0059452557657,-0.00763389288569,0.5,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,3.62539545585,0.443773367846,-0.0562266321542,6,5.88323267184,7,10.6450963474,10.7983453981,17,random_forest_leaf_weighted_quantile,DQG,3477,0.443773367846,DQG-DQ0,DQ0,DQ0,6,True,-0.00395175137805,2,True,-0.00273863255938,3,False,False,True,True,0.0427068073784,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,6,0.0214265171125
aggregate,later_pooled,later_pooled,,random_forest_leaf_weighted_quantile,DQG,Promise + state-OD profiles,0.9,full,,multiple_expanding_training_sets,a61eb8936bd74b7949996c8ea87b49f154117663f388e0cf9750e090a2d3ab60,composite_fitted_models,,2.76583261432,2.97172850158,2.97172850158,0.0221239366284,0.0221239366284,-0.0506717411197,0.9,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,2.90598216854,0.830601092896,-0.0693989071038,18,18.3186655162,7,10.6450963474,12.6247877759,22,random_forest_leaf_weighted_quantile,DQG,3477,0.830601092896,DQG-DQ0,DQ0,DQ0,6,True,0.0115657390639,4,True,-0.00106974430355,3,False,False,True,True,0.0312415009927,False,True,True,False,Not-supported,Not-supported,gain_confined_to_lower_support_orders,6,-0.0657463330457
aggregate,later_pooled,later_pooled,,random_forest_leaf_weighted_quantile,DQS,Promise + seller profiles,0.5,full,,multiple_expanding_training_sets,8dd4944df7497b87100291a19d2ea1db106d897d4860737145abcba78afb8905,composite_fitted_models,,3.59792924935,3.60396893874,3.60396893874,0.0144042773921,0.0144042773921,0.0127498001599,0.5,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,3.55205637043,0.461029623238,-0.0389703767616,6,6.11791774518,7,10.6450963474,10.7902881537,17,random_forest_leaf_weighted_quantile,DQS,3477,0.461029623238,DQS-DQ0,DQ0,DQ0,6,True,0.0154878362616,6,True,0.0139352724661,6,True,True,False,True,0.0110967628614,True,False,True,True,Supported,Supported,positive_median_four_months_support_and_coverage_guards_pass,6,-0.051912568306
aggregate,later_pooled,later_pooled,,random_forest_leaf_weighted_quantile,DQS,Promise + seller profiles,0.9,full,,multiple_expanding_training_sets,8dd4944df7497b87100291a19d2ea1db106d897d4860737145abcba78afb8905,composite_fitted_models,,2.76583261432,2.97172850158,2.97172850158,0.0667105403234,0.0667105403234,-0.00276599284585,0.9,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,2.77348288755,0.864538395168,-0.0354616048318,20,19.7863100374,7,10.6450963474,13.7261146497,20,random_forest_leaf_weighted_quantile,DQS,3477,0.864538395168,DQS-DQ0,DQ0,DQ0,6,True,0.0627893466798,6,True,0.0774630498739,6,True,True,False,True,-0.00235824507533,True,False,True,True,Supported,Supported,positive_median_four_months_support_and_coverage_guards_pass,6,-0.198245614035
aggregate,later_pooled,later_pooled,,xgboost_quantile,DQB,Promise + both profile blocks,0.5,full,,multiple_expanding_training_sets,9cfa9e6ca00dd87b36ca868ecba32fa08132ab96fcd8e842a07700539a6a5241,composite_fitted_models,,3.59792924935,3.59610223756,3.59610223756,-0.000134960218281,-0.000134960218281,0.000372903676723,0.5,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,3.59658756831,0.443773367846,-0.0562266321542,6.03000020981,6.03761870744,7,10.6450963474,10.607773967,16.9699997902,xgboost_quantile,DQB,3477,0.443773367846,DQB-DQ0,DQ0,DQ0,6,True,-0.000152139854368,2,True,-0.000254464465177,1,False,False,True,True,-0.000880974879912,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,6,0.000485330742942
aggregate,later_pooled,later_pooled,,xgboost_quantile,DQB,Promise + both profile blocks,0.9,full,,multiple_expanding_training_sets,30790a5a5c360129fb0239e9021c603dc14622e7ea81670c3f80bcf5ed276fb7,composite_fitted_models,,2.76583261432,2.75411993169,2.75411993169,-0.00283622681374,-0.00283622681374,0.00141056035563,0.9,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,2.76193124049,0.870578084556,-0.0294219154443,20.7799091339,20.3995570297,7,10.6450963474,13.803575431,19.5787906647,xgboost_quantile,DQB,3477,0.870578084556,DQB-DQ0,DQ0,DQ0,6,True,-0.00411813543947,2,True,-0.00385617313606,2,False,False,True,True,0.00161987041037,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,6,0.00781130879852
aggregate,later_pooled,later_pooled,,xgboost_quantile,DQG,Promise + state-OD profiles,0.5,full,,multiple_expanding_training_sets,da39cda1a98c91b5f54ad66509a0e2c6672ac1dc263860b21fbbc21bc585f251,composite_fitted_models,,3.59792924935,3.59610223756,3.59610223756,0.000119965337629,0.000119965337629,0.000627699782618,0.5,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,3.59567082995,0.442335346563,-0.0576646534369,6,6.03927960669,7,10.6450963474,10.5772871993,16.9699997902,xgboost_quantile,DQG,3477,0.442335346563,DQG-DQ0,DQ0,DQ0,6,True,1.90782815425e-05,3,True,7.00762099052e-05,3,False,False,True,True,-0.000218394439115,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,6,-0.000431407619078
aggregate,later_pooled,later_pooled,,xgboost_quantile,DQG,Promise + state-OD profiles,0.9,full,,multiple_expanding_training_sets,3c952bd803f164d63d8c8caac907ec6f99c06fb164f16958b3929586e1b02d8e,composite_fitted_models,,2.76583261432,2.75411993169,2.75411993169,0.00158808124833,0.00158808124833,0.00581613246241,0.9,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,2.74974616547,0.872878918608,-0.027121081392,20.7145729065,20.4516889113,7,10.6450963474,13.9165501875,19.644908905,xgboost_quantile,DQG,3477,0.872878918608,DQG-DQ0,DQ0,DQ0,6,True,-0.00201792974276,2,True,-0.00249204982777,1,False,False,True,True,0.000753012048193,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,6,-0.00437376621917
aggregate,later_pooled,later_pooled,,xgboost_quantile,DQS,Promise + seller profiles,0.5,full,,multiple_expanding_training_sets,809c2830cdc43748699a5a0f5dfbb76def9f6a6eb3906385a5413373b479bd60,composite_fitted_models,,3.59792924935,3.59610223756,3.59610223756,-9.65721240587e-05,-9.65721240587e-05,0.000411272277649,0.5,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,3.5964495208,0.436870865689,-0.0631291343112,6.03000020981,6.03858502624,7,10.6450963474,10.4766470458,16.9699997902,xgboost_quantile,DQS,3477,0.436870865689,DQS-DQ0,DQ0,DQ0,6,True,7.76680377993e-05,4,True,3.65227418964e-06,3,False,False,True,True,-0.000539956803456,True,False,True,False,Not-supported,Not-supported,gain_confined_to_lower_support_orders,6,0.000347283231414
aggregate,later_pooled,later_pooled,,xgboost_quantile,DQS,Promise + seller profiles,0.9,full,,multiple_expanding_training_sets,24cfa5d4861c29f7985755b791bce657dbe4cfdb15a3b9bce2c4f7be952438db,composite_fitted_models,,2.76583261432,2.75411993169,2.75411993169,-0.00495868462372,-0.00495868462372,-0.000702909320139,0.9,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,2.76777674385,0.867989646247,-0.0320103537532,20.8659038544,20.4589033552,7,10.6450963474,13.532241921,19.7178668976,xgboost_quantile,DQS,3477,0.867989646247,DQS-DQ0,DQ0,DQ0,6,True,-0.00466230145562,0,True,-0.00368460306302,1,False,False,True,True,0.00248138957816,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,6,0.0136568121571
later,2018-01,2018-01,2018-01-01,linear_quantile,DQB,Promise + both profile blocks,0.5,full,1575,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,3e865ad0d6c2134f4621b5d6a2bff082d3a7a972a73b8d27afc0b6cb110b97c8,sha256_pickle_protocol_5_fitted_wrapper,5,4.31389578164,4.23722268556,4.23722268556,-0.000963327506661,-0.000963327506661,0.0168273102984,0.5,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,4.24130451873,0.446650124069,-0.0533498759305,6.21481043493,6.15250612823,7,11.8808933002,12.8408777408,18.538171383,linear_quantile,DQB,403,0.446650124069,DQB-DQ0,DQ0,DQ0,6,True,-0.00174129588923,2,True,-0.00465990824144,3,False,False,True,True,0.0119368318344,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,,0.00408183316485
later,2018-01,2018-01,2018-01-01,linear_quantile,DQB,Promise + both profile blocks,0.9,full,1575,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,8febeaa9c51b59c3ba2ad6053f26a72fd9918c515f1422f78bbe96ac7db1dad6,sha256_pickle_protocol_5_fitted_wrapper,17,4.05037220844,3.91393097227,3.91393097227,-0.0100480214148,-0.0100480214148,0.0239765554737,0.9,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,3.95325823449,0.813895781638,-0.0861042183623,17.7917627595,17.9986415311,7,11.8808933002,17.9549041973,18.0718958775,linear_quantile,DQB,403,0.813895781638,DQB-DQ0,DQ0,DQ0,6,True,-0.00513196219554,1,True,-0.00467413404641,2,False,False,True,True,0.00649359815921,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,,0.0393272622255
later,2018-01,2018-01,2018-01-01,linear_quantile,DQG,Promise + state-OD profiles,0.5,full,1575,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,c55cda28df574f670b3f1d60d36c91971b5d06ca1aa678db906a5756fcd633ae,sha256_pickle_protocol_5_fitted_wrapper,5,4.31389578164,4.23722268556,4.23722268556,0.00308195419239,0.00308195419239,0.0208006931181,0.5,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,4.22416375934,0.449131513648,-0.0508684863524,6.3840198451,6.17865850441,7,11.8808933002,12.8438662449,18.6432967151,linear_quantile,DQG,403,0.449131513648,DQG-DQ0,DQ0,DQ0,6,True,-0.00502930204561,3,True,-0.00443833023516,3,False,False,True,True,0.0201086034278,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,,-0.0130589262199
later,2018-01,2018-01,2018-01-01,linear_quantile,DQG,Promise + state-OD profiles,0.9,full,1575,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,6e888c90913df3f35fc91ae107390d3f90651473bdd3f7ce6bcd088a830df933,sha256_pickle_protocol_5_fitted_wrapper,17,4.05037220844,3.91393097227,3.91393097227,-0.0197745187998,-0.0197745187998,0.0145777058353,0.9,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,3.99132707386,0.808933002481,-0.0910669975186,17.6785768535,17.7788533899,7,11.8808933002,17.8028184306,18.059652085,linear_quantile,DQG,403,0.808933002481,DQG-DQ0,DQ0,DQ0,6,True,-0.00250912580818,3,True,-0.00192141993833,3,False,False,True,True,0.00439664202777,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,,0.0773961015921
later,2018-01,2018-01,2018-01-01,linear_quantile,DQS,Promise + seller profiles,0.5,full,1575,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,2782d4b6f92c7fa4e75545c1f24f3397e317b4d50e9317cc74c232c84fd4572e,sha256_pickle_protocol_5_fitted_wrapper,5,4.31389578164,4.23722268556,4.23722268556,-0.00222860787342,-0.00222860787342,0.0155845184126,0.5,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,4.2466657934,0.424317617866,-0.075682382134,5.7404150646,5.73457178597,7,11.8808933002,12.7150435339,19.4145829935,linear_quantile,DQS,403,0.424317617866,DQS-DQ0,DQ0,DQ0,6,True,0.000519832297006,3,True,-0.00279893963735,2,False,False,True,True,0.00107991360691,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,,0.00944310783849
later,2018-01,2018-01,2018-01-01,linear_quantile,DQS,Promise + seller profiles,0.9,full,1575,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,7961a6f1adae616f90d9609e77458e35bb391f63182a8f0551bc510c969ac665,sha256_pickle_protocol_5_fitted_wrapper,17,4.05037220844,3.91393097227,3.91393097227,0.00434252522095,0.00434252522095,0.0378823407416,0.9,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,3.89693462831,0.826302729529,-0.0736972704715,18.1905332719,18.3681820605,7,11.8808933002,18.7003845453,18.1631974845,linear_quantile,DQS,403,0.826302729529,DQS-DQ0,DQ0,DQ0,6,True,-0.00243285667054,1,True,-0.00562775234751,1,False,False,True,True,0,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,,-0.0169963439601
later,2018-01,2018-01,2018-01-01,lognormal_ridge,DQB,Promise + both profile blocks,0.5,full,1575,e6a57d0489d8ee13591169e9f3fa6f0c76d0a20b8826c31bd454f882ce01994b,e2d74750f4bd9b385fc90d73530dbb32fd987d738d813f2d0461ff4c45c5d9a2,sha256_pickle_protocol_5_fitted_wrapper,5,4.31389578164,4.27179391414,4.27179391414,0.00118318979562,0.00118318979562,0.0109312354437,0.5,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,4.26673957117,0.401985111663,-0.0980148883375,5.39121622512,5.5368663405,7,11.8808933002,12.4390766787,19.5449575436,lognormal_ridge,DQB,403,0.401985111663,DQB-DQ0,DQ0,DQ0,6,True,-0.00310524681375,3,True,-0.00832253844491,2,False,False,True,True,0.0023020120183,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,,-0.00505434296822
