period,cohort,cohort_month,origin,family,model_id,model_name,quantile,representation,n_train_breaches,train_order_id_sha256,fitted_model_sha256,model_hash_type,unconditional_training_quantile,unconditional_reference_loss,baseline_pinball_loss,dq0_reference_loss,skill,skill_vs_dq0,skill_vs_unconditional,nominal_coverage,order_id_sha256,n_orders,pinball_loss,empirical_coverage,coverage_error,median_prediction,mean_prediction,median_actual,mean_actual,mean_exceedance,p90_absolute_error,model_family,specification,n_obs,coverage,comparison,reference_model,reference_specification,later_month_count,primary_evidence_available,median_skill,favourable_month_count,high_support_guard_available,high_support_median_skill,high_support_favourable_month_count,support_ge20_gain_present,high_support_guard,gain_only_low_support,coverage_guard_available,median_absolute_coverage_error_deterioration,coverage_not_materially_worse,coverage_materially_worse,all_guards_available,all_guards_pass,evidence_status,evidence_label,evidence_reason,constituent_fitted_model_count
later,2018-02,2018-02,2018-02-01,linear_quantile,DQ0,Direct promise severity baseline,0.5,full,2197,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,a3f848360b44f156345378994749ccb27467511ebea05bf985557c891a9222c2,sha256_pickle_protocol_5_fitted_wrapper,6,4.37958963283,4.33729835919,4.33729835919,0,0,0.00965644664929,0.5,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,926,4.33729835919,0.406047516199,-0.0939524838013,6.42333697493,6.47020435145,8,12.5777537797,12.4438793925,21.1674829597,linear_quantile,DQ0,926,0.406047516199,DQ0_reference,,,,,,,,,,,,,,,,,,,Reference,Reference,,
later,2018-02,2018-02,2018-02-01,linear_quantile,DQ0,Direct promise severity baseline,0.9,full,2197,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,6bc81e13abf1ca5eefd1202641ae6be070a05ea42f460e418f108cd74e1d8442,sha256_pickle_protocol_5_fitted_wrapper,21,3.35518358531,3.35518358531,3.35518358531,0,0,0,0.9,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,926,3.35518358531,0.83909287257,-0.0609071274298,21,21,8,12.5777537797,15.6174496644,20,linear_quantile,DQ0,926,0.83909287257,DQ0_reference,,,,,,,,,,,,,,,,,,,Reference,Reference,,
later,2018-02,2018-02,2018-02-01,linear_quantile,DQB,Promise + both profile blocks,0.5,full,2197,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,c79fc7790630fee80035fdf4913bcebdc56467e45de7f5b580d12221f59e0fba,sha256_pickle_protocol_5_fitted_wrapper,6,4.37958963283,4.33729835919,4.33729835919,0.0202195065633,0.0202195065633,0.0296807046262,0.5,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,926,4.24960032655,0.442764578834,-0.0572354211663,7.4309492628,7.12953687479,8,12.5777537797,12.5148339716,20.0328539685,linear_quantile,DQB,926,0.442764578834,DQB-DQ0,DQ0,DQ0,6,True,-0.00174129588923,2,True,-0.00465990824144,3,False,False,True,True,0.0119368318344,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-02,2018-02,2018-02-01,linear_quantile,DQB,Promise + both profile blocks,0.9,full,2197,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,3b66afa99a0f9a85a5604decae63eea859790949fd59c2d2679189aa763caffd,sha256_pickle_protocol_5_fitted_wrapper,21,3.35518358531,3.35518358531,3.35518358531,-0.00337966761715,-0.00337966761715,-0.00337966761715,0.9,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,926,3.36652299063,0.829373650108,-0.070626349892,20.8652097192,20.7834237042,8,12.5777537797,14.9212357868,19.5436753121,linear_quantile,DQB,926,0.829373650108,DQB-DQ0,DQ0,DQ0,6,True,-0.00513196219554,1,True,-0.00467413404641,2,False,False,True,True,0.00649359815921,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-02,2018-02,2018-02-01,linear_quantile,DQG,Promise + state-OD profiles,0.5,full,2197,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,3c4fbae70ffed74102707db8adcdae3072a280fc4527ab6f1a346339ea435ad8,sha256_pickle_protocol_5_fitted_wrapper,6,4.37958963283,4.33729835919,4.33729835919,0.00908194347493,0.00908194347493,0.0186506908216,0.5,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,926,4.29790726066,0.434125269978,-0.0658747300216,7.19818895284,6.83482799802,8,12.5777537797,12.6695358021,20.4991509593,linear_quantile,DQG,926,0.434125269978,DQG-DQ0,DQ0,DQ0,6,True,-0.00502930204561,3,True,-0.00443833023516,3,False,False,True,True,0.0201086034278,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-02,2018-02,2018-02-01,linear_quantile,DQG,Promise + state-OD profiles,0.9,full,2197,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,e8f7e10d2ab1d9743993d5b5817e2533d212e201ee070da5a3d991f4bad091bc,sha256_pickle_protocol_5_fitted_wrapper,21,3.35518358531,3.35518358531,3.35518358531,0,0,0,0.9,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,926,3.35518358531,0.83909287257,-0.0609071274298,21,21,8,12.5777537797,15.6174496644,20,linear_quantile,DQG,926,0.83909287257,DQG-DQ0,DQ0,DQ0,6,True,-0.00250912580818,3,True,-0.00192141993833,3,False,False,True,True,0.00439664202777,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-02,2018-02,2018-02-01,linear_quantile,DQS,Promise + seller profiles,0.5,full,2197,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,e2a67d2a42776075bf9af30c87ee56a979d74ed46c8f0f1734c58bea196c6c6f,sha256_pickle_protocol_5_fitted_wrapper,6,4.37958963283,4.33729835919,4.33729835919,0.00326827246744,0.00326827246744,0.012893159218,0.5,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,926,4.32312288638,0.403887688985,-0.0961123110151,6.38400120103,6.4417054984,8,12.5777537797,12.398916933,20.9113284465,linear_quantile,DQS,926,0.403887688985,DQS-DQ0,DQ0,DQ0,6,True,0.000519832297006,3,True,-0.00279893963735,2,False,False,True,True,0.00107991360691,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-02,2018-02,2018-02-01,linear_quantile,DQS,Promise + seller profiles,0.9,full,2197,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,b63245a275e5fd268cdc61eec46d58867c96b6a40253194b0476f91906fc248a,sha256_pickle_protocol_5_fitted_wrapper,21,3.35518358531,3.35518358531,3.35518358531,-0.00186763298573,-0.00186763298573,-0.00186763298573,0.9,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,926,3.36144983685,0.830453563715,-0.0695464362851,20.986347732,20.9135825748,8,12.5777537797,14.9095847293,19.6703209165,linear_quantile,DQS,926,0.830453563715,DQS-DQ0,DQ0,DQ0,6,True,-0.00243285667054,1,True,-0.00562775234751,1,False,False,True,True,0,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-02,2018-02,2018-02-01,xgboost_quantile,DQ0,Direct promise severity baseline,0.5,full,2197,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,e1a0ddf53c2ac6b29110d8d98c1826607908e8c7eb3b93d2a8a598bdabf265b3,sha256_pickle_protocol_5_fitted_wrapper,6,4.37958963283,4.37848811968,4.37848811968,0,0,0.000251510583903,0.5,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,926,4.37848811968,0.388768898488,-0.111231101512,6.03000020981,6.01373657604,8,12.5777537797,12.5328974631,21.9699997902,xgboost_quantile,DQ0,926,0.388768898488,DQ0_reference,,,,,,,,,,,,,,,,,,,Reference,Reference,,
later,2018-02,2018-02,2018-02-01,xgboost_quantile,DQ0,Direct promise severity baseline,0.9,full,2197,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,48648f7cb31af5a6e9313a546a3d3dc3c6cdb65e72d3505660738df6dbe9a484,sha256_pickle_protocol_5_fitted_wrapper,21,3.35518358531,3.34025176236,3.34025176236,0,0,0.00445037434654,0.9,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,926,3.34025176236,0.834773218143,-0.0652267818575,20.9995498657,21.0965563731,8,12.5777537797,15.0603399464,19.998254776,xgboost_quantile,DQ0,926,0.834773218143,DQ0_reference,,,,,,,,,,,,,,,,,,,Reference,Reference,,
later,2018-02,2018-02,2018-02-01,xgboost_quantile,DQB,Promise + both profile blocks,0.5,full,2197,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,595d1a31b53443414535689fe934c4521ef57fee57f69b14387cb4be29c78d31,sha256_pickle_protocol_5_fitted_wrapper,6,4.37958963283,4.37848811968,4.37848811968,0.000360714418154,0.000360714418154,0.000612134278563,0.5,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,926,4.37690873589,0.394168466523,-0.105831533477,6.03000020981,6.02279169977,8,12.5777537797,12.6345185962,21.9099998474,xgboost_quantile,DQB,926,0.394168466523,DQB-DQ0,DQ0,DQ0,6,True,-0.000152139854368,2,True,-0.000254464465177,1,False,False,True,True,-0.000880974879912,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-02,2018-02,2018-02-01,xgboost_quantile,DQB,Promise + both profile blocks,0.9,full,2197,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,31c9dc3c102d36764f34f7b71d8f015b4ff80b67431fffc3a7cbe76446a95af7,sha256_pickle_protocol_5_fitted_wrapper,21,3.35518358531,3.34025176236,3.34025176236,0.00136153433312,0.00136153433312,0.00580584934218,0.9,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,926,3.3357038949,0.831533477322,-0.0684665226782,20.9224948883,20.9449597002,8,12.5777537797,14.8337085797,19.6185312271,xgboost_quantile,DQB,926,0.831533477322,DQB-DQ0,DQ0,DQ0,6,True,-0.00411813543947,2,True,-0.00385617313606,2,False,False,True,True,0.00161987041037,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-02,2018-02,2018-02-01,xgboost_quantile,DQG,Promise + state-OD profiles,0.5,full,2197,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,aece5b7678aa6d4ddac52700ffe17187aa73e5cfd9d3626c183252aea1e2ae2d,sha256_pickle_protocol_5_fitted_wrapper,6,4.37958963283,4.37848811968,4.37848811968,0.000425458803656,0.000425458803656,0.000676862380167,0.5,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,926,4.37662525337,0.394168466523,-0.105831533477,6.03000020981,6.02595048177,8,12.5777537797,12.6314436926,21.9099998474,xgboost_quantile,DQG,926,0.394168466523,DQG-DQ0,DQ0,DQ0,6,True,1.90782815425e-05,3,True,7.00762099052e-05,3,False,False,True,True,-0.000218394439115,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-02,2018-02,2018-02-01,xgboost_quantile,DQG,Promise + state-OD profiles,0.9,full,2197,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,fbe46153b52221d1d702536ac68b31cac51e1d1f6d2e901300c47d18335f4dd0,sha256_pickle_protocol_5_fitted_wrapper,21,3.35518358531,3.34025176236,3.34025176236,0.0107823195102,0.0107823195102,0.0151847084986,0.9,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,926,3.30423610061,0.838012958963,-0.0619870410367,21.1453170776,21.0467273144,8,12.5777537797,15.169971199,19.5462417603,xgboost_quantile,DQG,926,0.838012958963,DQG-DQ0,DQ0,DQ0,6,True,-0.00201792974276,2,True,-0.00249204982777,1,False,False,True,True,0.000753012048193,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-02,2018-02,2018-02-01,xgboost_quantile,DQS,Promise + seller profiles,0.5,full,2197,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,bcc3827f61cbe937e9f2a9fc39fdfe43a1287b02efb06c079ce48b5e3368ce44,sha256_pickle_protocol_5_fitted_wrapper,6,4.37958963283,4.37848811968,4.37848811968,0.000125786017237,0.000125786017237,0.000377264964626,0.5,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,926,4.3779373671,0.389848812095,-0.110151187905,6.03000020981,6.02066958852,8,12.5777537797,12.5484955442,21.9549999237,xgboost_quantile,DQS,926,0.389848812095,DQS-DQ0,DQ0,DQ0,6,True,7.76680377993e-05,4,True,3.65227418964e-06,3,False,False,True,True,-0.000539956803456,True,False,True,False,Not-supported,Not-supported,gain_confined_to_lower_support_orders,
later,2018-02,2018-02,2018-02-01,xgboost_quantile,DQS,Promise + seller profiles,0.9,full,2197,5781454e29754449d6a1a2acfd81b3e491cbec40363ecc124997a2d732f972f8,ced5714e9abe5ca18dde5e9b20ffa31f4e8a85d4add5fb9b9f4714ffbbfd3802,sha256_pickle_protocol_5_fitted_wrapper,21,3.35518358531,3.34025176236,3.34025176236,-0.00443218486518,-0.00443218486518,3.7914363175e-05,0.9,7d95c88138b22ba2667424325239c22950b3bf7d98924869363f5813ba7b7bad,926,3.35505637566,0.829373650108,-0.070626349892,20.8851337433,20.9033651681,8,12.5777537797,14.7837379069,19.7727050781,xgboost_quantile,DQS,926,0.829373650108,DQS-DQ0,DQ0,DQ0,6,True,-0.00466230145562,0,True,-0.00368460306302,1,False,False,True,True,0.00248138957816,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-03,2018-03,2018-03-01,linear_quantile,DQ0,Direct promise severity baseline,0.5,full,2520,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,413835bf7ed80de84017bfc00fb3abca23f5b7ce83750cdf405a8ac096472f38,sha256_pickle_protocol_5_fitted_wrapper,6,3.20858433735,3.1644759708,3.1644759708,0,0,0.0137469868067,0.5,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,1328,3.1644759708,0.426204819277,-0.0737951807229,6.18029001838,6.28231040411,7,10.0165662651,8.76898947623,15.3005630822,linear_quantile,DQ0,1328,0.426204819277,DQ0_reference,,,,,,,,,,,,,,,,,,,Reference,Reference,,
later,2018-03,2018-03,2018-03-01,linear_quantile,DQ0,Direct promise severity baseline,0.9,full,2520,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,35657e998116c5998bd7cb381e122c75638698cdae5cd1f4cb21464c6871e987,sha256_pickle_protocol_5_fitted_wrapper,21,2.11942771084,2.11942771084,2.11942771084,0,0,0,0.9,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,1328,2.11942771084,0.896084337349,-0.0039156626506,21,21,7,10.0165662651,9.82608695652,20,linear_quantile,DQ0,1328,0.896084337349,DQ0_reference,,,,,,,,,,,,,,,,,,,Reference,Reference,,
later,2018-03,2018-03,2018-03-01,linear_quantile,DQB,Promise + both profile blocks,0.5,full,2520,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,c08b2bc4bfd31a049f636f21da6c8e0fc8bb2953f906d692e826cffcd2c59486,sha256_pickle_protocol_5_fitted_wrapper,6,3.20858433735,3.1644759708,3.1644759708,0.000640987086436,0.000640987086436,0.0143791622521,0.5,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,1328,3.16244758256,0.416415662651,-0.0835843373494,6.39944183296,6.25799402018,7,10.0165662651,8.63925465838,15.4668395103,linear_quantile,DQB,1328,0.416415662651,DQB-DQ0,DQ0,DQ0,6,True,-0.00174129588923,2,True,-0.00465990824144,3,False,False,True,True,0.0119368318344,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-03,2018-03,2018-03-01,linear_quantile,DQB,Promise + both profile blocks,0.9,full,2520,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,a409f101fa099460fddd169d134bcdac291f2c51be18361292b82eaca7e43c27,sha256_pickle_protocol_5_fitted_wrapper,21,2.11942771084,2.11942771084,2.11942771084,-0.00294740041457,-0.00294740041457,-0.00294740041457,0.9,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,1328,2.12567451296,0.882530120482,-0.0174698795181,20.8092783769,20.7662323324,7,10.0165662651,8.94448781709,19.3800932871,linear_quantile,DQB,1328,0.882530120482,DQB-DQ0,DQ0,DQ0,6,True,-0.00513196219554,1,True,-0.00467413404641,2,False,False,True,True,0.00649359815921,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-03,2018-03,2018-03-01,linear_quantile,DQG,Promise + state-OD profiles,0.5,full,2520,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,aea0d8ab535b913381acc1c4b702c65f28b04bfa563eb7da05b6a9d2963db6cd,sha256_pickle_protocol_5_fitted_wrapper,6,3.20858433735,3.1644759708,3.1644759708,0.000200061131762,0.000200061131762,0.0139442977007,0.5,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,1328,3.16384288215,0.414156626506,-0.085843373494,6.40719517369,6.22332397585,7,10.0165662651,8.63791288886,15.4924582333,linear_quantile,DQG,1328,0.414156626506,DQG-DQ0,DQ0,DQ0,6,True,-0.00502930204561,3,True,-0.00443833023516,3,False,False,True,True,0.0201086034278,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-03,2018-03,2018-03-01,linear_quantile,DQG,Promise + state-OD profiles,0.9,full,2520,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,7aed502ca3cc80e8fd5fca9e67de9470caee019c0ffaeabd52d916a9b02fc91a,sha256_pickle_protocol_5_fitted_wrapper,21,2.11942771084,2.11942771084,2.11942771084,0,0,0,0.9,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,1328,2.11942771084,0.888554216867,-0.0114457831325,21,21,7,10.0165662651,9.16216216216,20,linear_quantile,DQG,1328,0.888554216867,DQG-DQ0,DQ0,DQ0,6,True,-0.00250912580818,3,True,-0.00192141993833,3,False,False,True,True,0.00439664202777,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-03,2018-03,2018-03-01,linear_quantile,DQS,Promise + seller profiles,0.5,full,2520,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,7d57369f9adf2b6e75d0e46d4d77821a6d285c519e65fb37668473fee59579cd,sha256_pickle_protocol_5_fitted_wrapper,6,3.20858433735,3.1644759708,3.1644759708,-0.00377796652258,-0.00377796652258,0.01002095594,0.5,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,1328,3.17643125507,0.417921686747,-0.082078313253,6.12802023959,6.2098775357,7,10.0165662651,8.72696251363,15.3966536866,linear_quantile,DQS,1328,0.417921686747,DQS-DQ0,DQ0,DQ0,6,True,0.000519832297006,3,True,-0.00279893963735,2,False,False,True,True,0.00107991360691,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-03,2018-03,2018-03-01,linear_quantile,DQS,Promise + seller profiles,0.9,full,2520,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,1acc56388b7d08f0bb31d59c95cc6263ba90ca2aee3083f6bbf73535ec7ed427,sha256_pickle_protocol_5_fitted_wrapper,21,2.11942771084,2.11942771084,2.11942771084,-0.00299808035535,-0.00299808035535,-0.00299808035535,0.9,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,1328,2.12578192543,0.882530120482,-0.0174698795181,20.8090221512,20.7708266798,7,10.0165662651,8.94149111467,19.3700172624,linear_quantile,DQS,1328,0.882530120482,DQS-DQ0,DQ0,DQ0,6,True,-0.00243285667054,1,True,-0.00562775234751,1,False,False,True,True,0,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-03,2018-03,2018-03-01,xgboost_quantile,DQ0,Direct promise severity baseline,0.5,full,2520,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,b1580e3856dea575521fd35c5bac2c34640cc14808cf686ccd73af21aaba7abd,sha256_pickle_protocol_5_fitted_wrapper,6,3.20858433735,3.20691263999,3.20691263999,0,0,0.000521007767028,0.5,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,1328,3.20691263999,0.427710843373,-0.0722891566265,6.03000020981,6.00926210938,7,10.0165662651,9.10477624379,15.9699997902,xgboost_quantile,DQ0,1328,0.427710843373,DQ0_reference,,,,,,,,,,,,,,,,,,,Reference,Reference,,
later,2018-03,2018-03,2018-03-01,xgboost_quantile,DQ0,Direct promise severity baseline,0.9,full,2520,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,25b2bb67b1f7c237a492799b8d4aac1603ba2539fbfe369e42472082f721ddf0,sha256_pickle_protocol_5_fitted_wrapper,21,2.11942771084,2.12123801766,2.12123801766,0,0,-0.000854148883721,0.9,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,1328,2.12123801766,0.887801204819,-0.0121987951807,21.0046768188,20.9910440244,7,10.0165662651,9.12478819469,19.8178386688,xgboost_quantile,DQ0,1328,0.887801204819,DQ0_reference,,,,,,,,,,,,,,,,,,,Reference,Reference,,
later,2018-03,2018-03,2018-03-01,xgboost_quantile,DQB,Promise + both profile blocks,0.5,full,2520,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,f4261db97c452e33e753a873a51f100ed50a2e93a25b0ffb7ce02a657d20b5d2,sha256_pickle_protocol_5_fitted_wrapper,6,3.20858433735,3.20691263999,3.20691263999,-0.000220134753786,-0.000220134753786,0.000300987705158,0.5,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,1328,3.20761859291,0.426204819277,-0.0737951807229,6,5.99255653569,7,10.0165662651,9.09666660326,15.9789998531,xgboost_quantile,DQB,1328,0.426204819277,DQB-DQ0,DQ0,DQ0,6,True,-0.000152139854368,2,True,-0.000254464465177,1,False,False,True,True,-0.000880974879912,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-03,2018-03,2018-03-01,xgboost_quantile,DQB,Promise + both profile blocks,0.9,full,2520,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,eb82cc9506403d0d08d70c6632b047c280afd5c388c536c30f3f42d2966b1620,sha256_pickle_protocol_5_fitted_wrapper,21,2.11942771084,2.12123801766,2.12123801766,0.000645679096273,0.000645679096273,-0.000207918281368,0.9,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,1328,2.11986837861,0.884036144578,-0.0159638554217,20.8794879913,20.867343341,7,10.0165662651,8.92338968252,19.4130382538,xgboost_quantile,DQB,1328,0.884036144578,DQB-DQ0,DQ0,DQ0,6,True,-0.00411813543947,2,True,-0.00385617313606,2,False,False,True,True,0.00161987041037,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-03,2018-03,2018-03-01,xgboost_quantile,DQG,Promise + state-OD profiles,0.5,full,2520,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,955863221c4ccf7b5553f4aa6f77b1ed492f889d419aeca14877193888e6336b,sha256_pickle_protocol_5_fitted_wrapper,6,3.20858433735,3.20691263999,3.20691263999,-3.5222104759e-05,-3.5222104759e-05,0.000485804013259,0.5,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,1328,3.2070255942,0.421686746988,-0.078313253012,6,5.9960241149,7,10.0165662651,9.02157549063,15.9789998531,xgboost_quantile,DQG,1328,0.421686746988,DQG-DQ0,DQ0,DQ0,6,True,1.90782815425e-05,3,True,7.00762099052e-05,3,False,False,True,True,-0.000218394439115,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-03,2018-03,2018-03-01,xgboost_quantile,DQG,Promise + state-OD profiles,0.9,full,2520,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,a9178986ce9a1762e451e3629547d0b279b06210a7feb6b778e9efc53cf11111,sha256_pickle_protocol_5_fitted_wrapper,21,2.11942771084,2.12123801766,2.12123801766,0.000551638616981,0.000551638616981,-0.000302039085231,0.9,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,1328,2.12006786085,0.886295180723,-0.0137048192771,20.7966537476,20.9188932353,7,10.0165662651,9.05709336136,19.7060070038,xgboost_quantile,DQG,1328,0.886295180723,DQG-DQ0,DQ0,DQ0,6,True,-0.00201792974276,2,True,-0.00249204982777,1,False,False,True,True,0.000753012048193,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
later,2018-03,2018-03,2018-03-01,xgboost_quantile,DQS,Promise + seller profiles,0.5,full,2520,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,032fe63bda2242b0f0c0624ad6a9e9d2ea85d0da207add4aea9e6b8608c9ee5e,sha256_pickle_protocol_5_fitted_wrapper,6,3.20858433735,3.20691263999,3.20691263999,-0.000239505822538,-0.000239505822538,0.000281626728884,0.5,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,1328,3.20768071424,0.417168674699,-0.0828313253012,6.03000020981,6.00842627955,7,10.0165662651,8.94212524404,15.9699997902,xgboost_quantile,DQS,1328,0.417168674699,DQS-DQ0,DQ0,DQ0,6,True,7.76680377993e-05,4,True,3.65227418964e-06,3,False,False,True,True,-0.000539956803456,True,False,True,False,Not-supported,Not-supported,gain_confined_to_lower_support_orders,
later,2018-03,2018-03,2018-03-01,xgboost_quantile,DQS,Promise + seller profiles,0.9,full,2520,4c808a9f45d24b6c3aad7166bb65c4e89a9af4bb25bce0e8c585f59cfe5fc500,c6ac81016e725c31153cf0e97a654c222fa7fd877d42cf266db54ffa1586213f,sha256_pickle_protocol_5_fitted_wrapper,21,2.11942771084,2.12123801766,2.12123801766,-0.00206976208705,-0.00206976208705,-0.00292567885575,0.9,5092f5e7034c263ff007ff4a6fab61efb011668930b5964c9bdd412718e5736f,1328,2.12562847568,0.880271084337,-0.0197289156627,20.9089927673,20.9173172009,7,10.0165662651,8.64915026059,19.6802185059,xgboost_quantile,DQS,1328,0.880271084337,DQS-DQ0,DQ0,DQ0,6,True,-0.00466230145562,0,True,-0.00368460306302,1,False,False,True,True,0.00248138957816,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months,
